ID,prestasi-1,jenjang_prestasi-1,prestasi-2,jenjang_prestasi-2,prestasi-3,jenjang_prestasi-3,gol_ukt,lulus_tpb,ip_tpb
633,14,20,0,0,0,0,2,1,2.53
634,0,0,0,0,0,0,3,1,2.75
635,12,20,0,0,0,0,3,1,3.21
636,14,40,14,40,0,0,5,1,2.39
637,3,80,0,0,0,0,5,1,2.75
638,0,0,0,0,0,0,3,1,3.44
639,0,0,0,0,0,0,4,1,2.35
640,16,60,1,80,0,0,6,1,2.97
641,14,40,0,0,0,0,5,1,3.24
642,0,0,0,0,0,0,5,1,2.65
643,0,0,0,0,0,0,5,1,2.74
644,0,0,0,0,0,0,3,1,3.22
645,2,40,2,40,4,40,4,1,3.04
646,0,0,0,0,0,0,7,1,2.64
647,0,0,0,0,0,0,4,1,2.97
648,14,20,0,0,0,0,9,1,2.67
649,0,0,0,0,0,0,5,1,3.68
650,1,60,0,0,0,0,7,1,3.06
651,0,0,0,0,0,0,8,1,2.39
652,14,40,7,60,14,80,1,0,1.5
653,0,0,0,0,0,0,4,1,2.43
654,0,0,0,0,0,0,4,1,3.1
655,1,40,12,80,14,80,9,1,3.78
656,0,0,0,0,0,0,5,1,2.46
657,0,0,0,0,0,0,3,1,3.4
658,12,80,2,40,7,40,2,1,3.67
659,3,20,3,20,14,40,0,1,3.43
660,17,60,14,80,14,20,2,1,3.04
661,0,0,0,0,0,0,5,0,0
662,15,20,16,60,0,0,4,1,3.06
663,3,20,14,40,0,0,3,1,3.44
664,7,60,10,60,0,0,3,1,2.78
665,0,0,0,0,0,0,6,0,1.9
666,16,60,10,60,10,60,4,1,3.29
667,0,0,0,0,0,0,6,1,2.72
668,0,0,0,0,0,0,6,1,2.89
669,3,60,3,60,17,80,6,1,3.17
670,14,40,9,40,0,0,3,1,2.88
671,0,0,0,0,0,0,5,1,2.83
672,0,0,0,0,0,0,6,1,2.9
673,0,0,0,0,0,0,3,1,3.22
674,0,0,0,0,0,0,5,1,3.65
675,0,0,0,0,0,0,2,1,3.03
676,10,60,13,60,13,60,0,1,3.56
677,4,40,0,0,0,0,1,0,0
678,16,60,2,60,2,60,4,1,3.88
679,0,0,0,0,0,0,5,1,2.67
680,0,0,0,0,0,0,5,1,2.86
681,0,0,0,0,0,0,7,1,2.42
682,0,0,0,0,0,0,8,0,1.76
683,0,0,0,0,0,0,6,1,3.44
684,0,0,0,0,0,0,7,1,2.6
685,4,60,4,40,13,60,2,1,3.72
686,0,0,0,0,0,0,3,1,3.28
687,0,0,0,0,0,0,2,1,3.14
688,7,20,0,0,0,0,3,1,3.68
689,0,0,0,0,0,0,5,1,2.42
690,0,0,0,0,0,0,3,0,0
691,0,0,0,0,0,0,5,1,2.72
692,0,0,0,0,0,0,6,1,3.4
693,3,20,10,20,3,40,3,1,2.92
694,0,0,0,0,0,0,4,1,3.94
695,16,60,3,80,0,0,8,1,3.28
696,0,0,0,0,0,0,2,1,3.06
697,16,60,3,80,3,80,6,1,2.96
698,0,0,0,0,0,0,3,1,2.94
699,3,80,0,0,0,0,5,1,3.35
700,0,0,0,0,0,0,4,0,0.42
701,0,0,0,0,0,0,2,1,3.39
702,0,0,0,0,0,0,3,1,3
703,0,0,0,0,0,0,6,1,2.39
704,14,20,0,0,0,0,7,1,3.14
705,0,0,0,0,0,0,5,1,3.36
706,14,60,0,0,0,0,6,0,1.75
707,14,20,0,0,0,0,0,1,3.58
708,0,0,0,0,0,0,6,1,2.83
709,0,0,0,0,0,0,4,1,3.06
710,0,0,0,0,0,0,4,1,2.97
711,0,0,0,0,0,0,3,1,3.64
712,0,0,0,0,0,0,3,1,3.19
713,2,40,7,60,2,60,6,1,3.44
714,0,0,0,0,0,0,0,1,3.57
715,15,40,14,40,14,40,5,1,2.97
716,0,0,0,0,0,0,0,1,3.51
717,0,0,0,0,0,0,3,1,2.19
718,0,0,0,0,0,0,4,1,3.33
719,0,0,0,0,0,0,5,1,3.06
720,0,0,0,0,0,0,6,1,3.57
721,3,80,2,60,3,40,3,1,3.44
722,0,0,0,0,0,0,6,1,3.17
723,10,60,14,60,0,0,5,1,2.38
724,0,0,0,0,0,0,6,1,2.56
725,0,0,0,0,0,0,3,1,2.81
726,0,0,0,0,0,0,4,1,3.75
727,14,20,14,40,0,0,3,1,3.28
728,0,0,0,0,0,0,5,0,0
729,3,40,0,0,0,0,7,1,3.78
730,13,80,2,20,0,0,3,1,3.04
731,15,80,14,60,14,60,3,1,3.53
732,2,40,0,0,0,0,4,1,2.57
733,0,0,0,0,0,0,4,1,2.82
734,0,0,0,0,0,0,7,1,3.19
735,0,0,0,0,0,0,3,1,2.9
736,0,0,0,0,0,0,3,1,2.38
737,0,0,0,0,0,0,3,1,2.18
738,0,0,0,0,0,0,4,1,2.9
739,3,60,11,80,0,0,6,1,2.5
740,0,0,0,0,0,0,5,1,3.03
741,14,20,0,0,0,0,4,1,3.69
742,2,40,2,40,0,0,5,1,3.06
743,0,0,0,0,0,0,7,1,3.06
744,0,0,0,0,0,0,6,1,3.56
745,0,0,0,0,0,0,6,1,3.17
746,0,0,0,0,0,0,6,1,3.03
747,0,0,0,0,0,0,1,0,0
748,0,0,0,0,0,0,5,0,0
749,0,0,0,0,0,0,4,1,2.49
750,0,0,0,0,0,0,6,1,3.25
751,0,0,0,0,0,0,6,1,2.58
752,14,40,14,60,14,60,5,1,3.44
753,0,0,0,0,0,0,4,1,2.33
754,14,20,14,20,1,40,7,0,1.47
755,11,40,15,20,0,0,7,1,3.33
756,14,60,14,60,14,20,0,1,3.53
757,12,80,13,60,3,80,5,1,3.86
758,0,0,0,0,0,0,3,1,3.18
759,15,40,0,0,0,0,6,1,3.69
760,0,0,0,0,0,0,4,0,1.78
761,14,20,3,20,7,20,0,1,3.08
762,0,0,0,0,0,0,5,1,2.4
763,0,0,0,0,0,0,7,1,2.96
764,0,0,0,0,0,0,6,1,3.1
765,0,0,0,0,0,0,7,1,2.72
766,7,60,12,60,3,60,2,1,3.17
767,3,40,14,60,7,60,2,1,2.93
768,0,0,0,0,0,0,3,1,2.51
769,0,0,0,0,0,0,5,1,2.38
770,0,0,0,0,0,0,4,1,3.36
771,16,40,0,0,0,0,4,1,3.49
772,0,0,0,0,0,0,3,1,2.67
773,0,0,0,0,0,0,2,1,2.86
774,3,80,0,0,0,0,5,1,3.31
775,0,0,0,0,0,0,6,1,3.17
776,0,0,0,0,0,0,9,1,3.17
777,0,0,0,0,0,0,2,1,3.29
778,14,20,3,40,3,60,6,1,3.85
779,0,0,0,0,0,0,4,1,3.31
780,3,40,16,60,16,60,6,1,3.86
781,14,40,14,60,14,60,3,0,0.17
782,0,0,0,0,0,0,6,1,2.75
783,3,60,0,0,0,0,2,1,3.85
784,0,0,0,0,0,0,6,1,3.56
785,14,20,15,60,14,60,6,1,3.25
786,0,0,0,0,0,0,5,1,2.56
787,16,40,0,0,0,0,9,1,3.78
788,2,40,2,40,13,80,5,1,3.36
789,14,20,14,40,14,60,7,0,0.97
790,2,40,4,40,4,60,3,1,3.06
791,12,80,14,20,0,0,0,1,2.79
792,0,0,0,0,0,0,4,1,2.79
793,14,20,14,40,13,80,4,1,3.17
794,0,0,0,0,0,0,5,1,3.31
795,14,20,0,0,0,0,6,1,3.03
796,0,0,0,0,0,0,6,1,2.86
797,0,0,0,0,0,0,3,1,3.58
798,14,20,13,20,0,0,7,1,3.06
799,0,0,0,0,0,0,0,1,2.44
800,0,0,0,0,0,0,5,1,3.28
801,0,0,0,0,0,0,0,1,3.79
802,0,0,0,0,0,0,4,1,3.92
803,0,0,0,0,0,0,3,1,3.22
804,11,80,0,0,0,0,8,1,2.72
805,1,20,14,20,17,40,3,1,2.78
806,13,60,14,60,15,80,5,1,2.06
807,16,60,0,0,0,0,5,0,0
808,3,20,3,20,14,20,1,0,0
809,15,40,15,60,15,80,3,1,2.5
810,3,80,0,0,0,0,6,1,3.08
811,13,80,13,80,13,80,5,1,3.14
812,0,0,0,0,0,0,7,1,2.92
813,14,40,14,20,14,20,0,1,2.93
814,0,0,0,0,0,0,9,1,3.75
815,1,40,1,40,1,60,7,1,2.78
816,0,0,0,0,0,0,6,1,3.53
817,7,40,7,60,14,20,2,0,0.58
818,0,0,0,0,0,0,4,1,3.17
819,3,20,14,20,3,20,2,1,3.31
820,12,40,3,60,7,60,5,1,3.49
821,0,0,0,0,0,0,7,1,2.4
822,0,0,0,0,0,0,0,1,3.24
823,0,0,0,0,0,0,6,0,0
824,0,0,0,0,0,0,3,1,3.19
825,0,0,0,0,0,0,3,0,0.86
826,0,0,0,0,0,0,4,1,3.29
827,0,0,0,0,0,0,4,1,2.61
828,0,0,0,0,0,0,3,0,0.17
829,14,60,14,60,0,0,5,1,2.44
830,0,0,0,0,0,0,2,0,0
831,14,40,0,0,0,0,3,1,2.43
832,15,40,14,80,0,0,5,1,3.28
833,0,0,0,0,0,0,4,1,3.25
834,14,20,3,60,0,0,7,0,0
835,0,0,0,0,0,0,6,0,0.11
836,0,0,0,0,0,0,7,0,0.22
837,0,0,0,0,0,0,2,1,3.36
838,0,0,0,0,0,0,3,1,2.89
839,0,0,0,0,0,0,5,1,2.89
840,0,0,0,0,0,0,4,1,2.82
841,0,0,0,0,0,0,3,1,2.18
842,0,0,0,0,0,0,6,1,2.61
843,14,20,14,20,0,0,8,1,2.33
844,1,60,0,0,0,0,6,1,3.14
845,0,0,0,0,0,0,3,1,2.89
846,14,20,0,0,0,0,6,1,3.21
847,0,0,0,0,0,0,3,1,3.33
848,2,60,2,80,0,0,5,1,2.92
849,0,0,0,0,0,0,1,1,3.14
850,0,0,0,0,0,0,3,1,2.64
851,2,40,2,60,14,60,5,1,2.89
852,16,60,16,60,0,0,3,1,3.03
853,1,40,1,80,0,0,4,1,3.26
854,0,0,0,0,0,0,2,1,3.21
855,1,40,0,0,0,0,3,0,0.17
856,0,0,0,0,0,0,5,1,2.47
857,0,0,0,0,0,0,3,1,2.58
858,0,0,0,0,0,0,3,1,2.56
859,0,0,0,0,0,0,5,1,3.11
860,14,20,14,20,0,0,4,1,3.26
861,0,0,0,0,0,0,3,1,3.44
862,2,60,2,60,0,0,6,1,2.97
863,0,0,0,0,0,0,4,0,0
864,13,80,12,40,13,40,6,1,2.68
865,0,0,0,0,0,0,4,1,2.42
866,0,0,0,0,0,0,4,1,2.11
867,0,0,0,0,0,0,5,1,2.86
868,0,0,0,0,0,0,5,1,2.28
869,0,0,0,0,0,0,6,1,3.06
870,0,0,0,0,0,0,5,1,3.17
871,0,0,0,0,0,0,8,0,0.31
872,5,60,14,40,0,0,0,1,2.22
873,14,80,14,60,14,60,2,1,2.81
874,0,0,0,0,0,0,3,1,3.39
875,0,0,0,0,0,0,4,1,2.72
876,0,0,0,0,0,0,2,1,3
877,0,0,0,0,0,0,5,1,2.9
878,0,0,0,0,0,0,6,1,2.46
879,0,0,0,0,0,0,3,1,2.39
880,3,60,1,60,0,0,9,1,3.78
881,0,0,0,0,0,0,3,1,2.43
882,0,0,0,0,0,0,6,1,3.53
883,14,60,14,60,14,60,0,1,3.65
884,14,60,0,0,0,0,9,1,3.49
885,0,0,0,0,0,0,0,1,2.88
886,14,40,0,0,0,0,2,1,3.56
887,0,0,0,0,0,0,4,1,2.69
888,0,0,0,0,0,0,3,1,2.49
889,0,0,0,0,0,0,7,1,2.82
890,3,60,0,0,0,0,5,1,3.83
891,2,60,2,60,2,60,0,1,3.35
892,0,0,0,0,0,0,3,1,2.93
893,2,40,2,40,2,40,5,1,2.67
894,0,0,0,0,0,0,5,0,0
895,0,0,0,0,0,0,4,1,3.03
896,0,0,0,0,0,0,5,1,3.17
897,0,0,0,0,0,0,0,1,3.61
898,3,20,9,40,9,60,0,1,2.96
899,5,40,5,40,0,0,3,1,3.15
900,12,60,12,40,0,0,2,1,3.39
901,0,0,0,0,0,0,3,1,3.89
902,8,60,3,80,9,60,6,1,2.49
903,14,80,0,0,0,0,7,0,0
904,14,60,14,60,0,0,9,1,3.64
905,0,0,0,0,0,0,4,1,2.92
906,0,0,0,0,0,0,0,1,3.75
907,14,40,14,60,14,60,5,1,3.53
908,0,0,0,0,0,0,2,1,2.61
909,0,0,0,0,0,0,3,1,3.1
910,14,20,14,20,14,60,2,1,3.03
911,0,0,0,0,0,0,3,1,2.11
912,0,0,0,0,0,0,7,1,2.43
913,0,0,0,0,0,0,3,1,3.33
914,0,0,0,0,0,0,6,1,3.15
915,0,0,0,0,0,0,3,1,3.03
916,14,20,0,0,0,0,6,1,3.36
917,14,80,0,0,0,0,5,1,2.75
918,14,80,0,0,0,0,6,1,3
919,14,20,0,0,0,0,6,1,3.03
920,14,60,14,60,14,60,2,1,2.82
921,13,60,13,80,13,80,3,0,0
922,0,0,0,0,0,0,0,1,3.47
923,0,0,0,0,0,0,2,1,2.36
924,0,0,0,0,0,0,3,1,2.99
925,0,0,0,0,0,0,9,1,3.28
926,0,0,0,0,0,0,5,1,2.97
927,1,60,14,20,0,0,6,1,3.03
928,16,60,0,0,0,0,6,1,2.19
929,12,60,0,0,0,0,6,1,2.81
930,0,0,0,0,0,0,3,1,2.82
931,0,0,0,0,0,0,6,0,1.53
932,0,0,0,0,0,0,2,1,3.58
933,0,0,0,0,0,0,7,1,2.94
934,14,60,14,60,14,60,5,1,3.86
935,4,40,4,60,14,80,6,0,0
936,0,0,0,0,0,0,6,1,2.92
937,12,40,12,40,0,0,5,0,0
938,2,60,7,40,2,60,7,0,1.39
939,0,0,0,0,0,0,3,1,3.39
940,14,40,2,60,10,80,0,1,3.58
941,0,0,0,0,0,0,3,1,2.15
942,0,0,0,0,0,0,4,1,2.78
943,14,40,14,60,0,0,0,1,2.68
944,0,0,0,0,0,0,5,1,2.58
945,0,0,0,0,0,0,3,1,2.89
946,0,0,0,0,0,0,6,1,2.89
947,0,0,0,0,0,0,8,0,0
948,7,40,7,60,0,0,5,1,3.63
949,7,40,14,60,0,0,6,1,3.26
950,3,40,14,60,14,60,3,0,0
951,0,0,0,0,0,0,6,1,2.92
952,12,20,3,20,10,20,9,1,2.63
953,0,0,0,0,0,0,8,0,0
954,1,40,14,60,3,60,4,1,2.11
955,14,60,14,60,14,60,5,1,2.72
956,0,0,0,0,0,0,2,1,3.61
957,2,40,2,40,2,60,4,1,3.13
958,0,0,0,0,0,0,7,1,2.36
959,0,0,0,0,0,0,8,1,2.11
960,0,0,0,0,0,0,5,1,2.31
961,0,0,0,0,0,0,6,0,0
962,17,60,0,0,0,0,5,1,2.75
963,14,20,14,20,0,0,2,1,2.58
964,0,0,0,0,0,0,5,1,3.44
965,1,60,5,80,5,80,4,0,0
966,15,60,15,60,15,60,7,1,3.17
967,10,20,14,40,14,80,5,1,2.89
968,14,60,14,60,0,0,2,1,3.14
969,0,0,0,0,0,0,4,1,3.58
970,17,80,17,80,14,20,8,1,3.14
971,0,0,0,0,0,0,2,1,2.67
972,0,0,0,0,0,0,6,0,0
973,10,40,0,0,0,0,5,1,2.39
974,0,0,0,0,0,0,6,1,3.28
975,0,0,0,0,0,0,4,1,2.67
976,0,0,0,0,0,0,4,1,2.92
977,0,0,0,0,0,0,2,1,3.21
978,0,0,0,0,0,0,9,1,3.58
979,0,0,0,0,0,0,6,1,2.92
980,0,0,0,0,0,0,5,1,3.06
981,0,0,0,0,0,0,7,1,2.9
982,4,60,4,60,4,60,7,1,3.08
983,0,0,0,0,0,0,4,1,3.11
984,0,0,0,0,0,0,2,1,3.61
985,0,0,0,0,0,0,7,1,2.92
986,0,0,0,0,0,0,5,1,2.72
987,2,60,2,60,2,60,4,1,2.94
988,1,60,1,60,0,0,2,1,3.67
989,0,0,0,0,0,0,3,1,2.58
990,0,0,0,0,0,0,4,1,3.49
991,0,0,0,0,0,0,6,1,3.19
992,0,0,0,0,0,0,4,1,3.19
993,14,20,2,60,0,0,0,1,3.14
994,0,0,0,0,0,0,4,1,2.79
995,0,0,0,0,0,0,5,1,2.97
996,0,0,0,0,0,0,5,1,3.36
997,14,60,14,60,0,0,0,1,3.32
998,0,0,0,0,0,0,1,1,3.47
999,0,0,0,0,0,0,6,1,3.07
1000,0,0,0,0,0,0,4,1,2.14
1001,17,20,0,0,0,0,3,1,2.61
1002,0,0,0,0,0,0,5,1,2.94
1003,0,0,0,0,0,0,6,1,3.43
1004,0,0,0,0,0,0,3,1,2.89
1005,0,0,0,0,0,0,6,1,2.88
1006,12,80,0,0,0,0,3,1,3.07
1007,14,20,14,40,14,60,4,1,2.25
1008,16,40,1,40,0,0,3,1,2.78
1009,0,0,0,0,0,0,4,1,3.53
1010,0,0,0,0,0,0,4,1,2.81
1011,0,0,0,0,0,0,6,1,2.72
1012,0,0,0,0,0,0,0,1,2.74
1013,0,0,0,0,0,0,3,1,2.31
1014,0,0,0,0,0,0,3,1,2.42
1015,0,0,0,0,0,0,2,1,3.21
1016,0,0,0,0,0,0,5,1,3.58
1017,0,0,0,0,0,0,4,0,0
1018,0,0,0,0,0,0,6,0,0.81
1019,3,80,0,0,0,0,6,1,3.06
1020,4,40,0,0,0,0,8,0,0
1021,2,40,2,40,2,40,4,1,3.69
1022,0,0,0,0,0,0,2,1,3.11
1023,0,0,0,0,0,0,6,1,2.92
1024,14,60,14,60,14,20,5,1,2.58
1025,0,0,0,0,0,0,6,1,3.11
1026,14,60,0,0,0,0,2,1,3.69
1027,14,40,14,60,0,0,6,1,2.75
1028,12,80,14,20,14,20,5,1,3.28
1029,0,0,0,0,0,0,3,1,3.36
1030,0,0,0,0,0,0,9,1,2.72
1031,14,20,14,60,0,0,3,1,3.15
1032,16,60,0,0,0,0,3,1,3.42
1033,0,0,0,0,0,0,4,1,2.53
1034,0,0,0,0,0,0,4,1,3.72
1035,0,0,0,0,0,0,3,1,3.19
1036,1,20,0,0,0,0,7,1,3.61
1037,0,0,0,0,0,0,9,1,3.11
1038,14,60,0,0,0,0,5,0,2.44
1039,14,20,14,20,14,20,2,1,2.47
1040,3,40,0,0,0,0,9,1,3.72
1041,14,20,14,40,14,60,6,1,2.88
1042,0,0,0,0,0,0,6,1,3.47
1043,2,60,0,0,0,0,4,1,2.92
1044,0,0,0,0,0,0,4,1,2.83
1045,14,80,0,0,0,0,5,0,1.53
1046,2,40,3,60,0,0,3,1,3.35
1047,0,0,0,0,0,0,8,1,2.54
1048,0,0,0,0,0,0,4,1,2.94
1049,0,0,0,0,0,0,7,1,2.58
1050,0,0,0,0,0,0,6,1,2.72
1051,0,0,0,0,0,0,4,1,3.07
1052,5,40,5,80,0,0,5,1,2.67
1053,14,20,14,20,0,0,5,1,3.42
1054,0,0,0,0,0,0,5,0,0
1055,14,60,0,0,0,0,3,1,3.28
1056,0,0,0,0,0,0,2,1,3.64
1057,3,40,14,40,0,0,9,1,3.19
1058,0,0,0,0,0,0,4,0,0
1059,15,60,0,0,0,0,7,1,2.6
1060,0,0,0,0,0,0,4,1,2.42
1061,1,60,1,60,0,0,6,1,2.94
1062,11,40,0,0,0,0,2,1,3.1
1063,0,0,0,0,0,0,5,1,3.22
1064,3,40,10,80,10,80,6,1,3.64
1065,0,0,0,0,0,0,9,1,2.89
1066,0,0,0,0,0,0,6,0,0
1067,14,20,0,0,0,0,4,1,2.53
1068,0,0,0,0,0,0,5,1,3.17
1069,0,0,0,0,0,0,7,1,3.38
1070,14,60,0,0,0,0,8,1,3.11
1071,14,20,14,60,14,40,6,0,0
1072,0,0,0,0,0,0,5,0,0
1073,0,0,0,0,0,0,7,1,2.39
1074,0,0,0,0,0,0,3,1,3.6
1075,0,0,0,0,0,0,6,0,1.47
1076,0,0,0,0,0,0,1,1,3.71
1077,0,0,0,0,0,0,6,0,0.33
1078,0,0,0,0,0,0,6,1,2.92
1079,0,0,0,0,0,0,7,1,2.4
1080,0,0,0,0,0,0,6,1,3.08
1081,0,0,0,0,0,0,5,1,2.94
1082,0,0,0,0,0,0,6,1,2.64
1083,11,80,0,0,0,0,3,0,1.14
1084,16,40,0,0,0,0,9,1,2.81
1085,2,20,0,0,0,0,6,1,3.19
1086,0,0,0,0,0,0,4,1,2.89
1087,0,0,0,0,0,0,0,1,3.07
1088,2,40,2,20,0,0,5,1,2.38
1089,14,20,0,0,0,0,4,1,3.53
1090,14,60,0,0,0,0,1,1,2.94
1091,0,0,0,0,0,0,3,1,2.75
1092,0,0,0,0,0,0,3,1,2.53
1093,0,0,0,0,0,0,9,1,3.47
1094,0,0,0,0,0,0,2,0,0.42
1095,0,0,0,0,0,0,4,1,2.82
1096,0,0,0,0,0,0,4,1,2.49
1097,0,0,0,0,0,0,7,1,2.97
1098,0,0,0,0,0,0,0,1,3
1099,14,40,0,0,0,0,5,1,3.71
1100,0,0,0,0,0,0,4,1,3.03
1101,0,0,0,0,0,0,0,1,3.38
1102,0,0,0,0,0,0,2,1,2.61
1103,3,80,14,60,3,60,6,1,2.89
1104,0,0,0,0,0,0,3,0,1.61
1105,0,0,0,0,0,0,2,1,3.69
1106,0,0,0,0,0,0,3,1,2.17
1107,0,0,0,0,0,0,6,1,2.64
1108,0,0,0,0,0,0,3,0,0
1109,0,0,0,0,0,0,6,1,2.67
1110,14,40,0,0,0,0,4,1,3.51
1111,0,0,0,0,0,0,5,1,2.97
1112,0,0,0,0,0,0,6,1,3.31
1113,0,0,0,0,0,0,3,1,2.85
1114,0,0,0,0,0,0,1,1,2.58
1115,16,20,13,20,10,20,3,0,0
1116,14,60,14,60,14,80,0,1,3.67
1117,14,60,14,60,14,60,3,1,2.14
1118,0,0,0,0,0,0,5,1,2.72
1119,0,0,0,0,0,0,2,1,2.81
1120,0,0,0,0,0,0,5,0,0
1121,1,20,15,60,0,0,5,1,3.36
1122,0,0,0,0,0,0,1,1,3.08
1123,14,40,0,0,0,0,2,1,3.14
1124,0,0,0,0,0,0,3,1,3.11
1125,0,0,0,0,0,0,2,1,3.03
1126,0,0,0,0,0,0,4,1,2.93
1127,0,0,0,0,0,0,4,1,3.32
1128,1,20,5,80,0,0,6,1,3.19
1129,0,0,0,0,0,0,6,1,3.51
1130,0,0,0,0,0,0,2,1,3.06
1131,14,40,14,40,0,0,7,1,2.65
1132,0,0,0,0,0,0,3,1,2.42
1133,0,0,0,0,0,0,5,1,2.93
1134,0,0,0,0,0,0,6,1,2.97
1135,0,0,0,0,0,0,7,1,3.65
1136,0,0,0,0,0,0,6,1,3.06
1137,0,0,0,0,0,0,4,1,3.39
1138,0,0,0,0,0,0,3,0,2.06
1139,3,20,10,20,0,0,4,1,3.61
1140,0,0,0,0,0,0,5,1,2.9
1141,14,20,16,60,16,60,7,1,2.28
1142,0,0,0,0,0,0,7,1,2.85
1143,14,40,14,60,14,60,3,1,3.72
1144,0,0,0,0,0,0,4,1,2.14
1145,14,20,13,40,0,0,5,0,0
1146,0,0,0,0,0,0,5,1,2.76
1147,0,0,0,0,0,0,4,1,3.03
1148,12,40,15,60,1,80,5,1,3.53
1149,0,0,0,0,0,0,4,1,3.38
1150,14,20,10,40,12,80,8,1,3.11
1151,0,0,0,0,0,0,9,1,3.47
1152,9,40,0,0,0,0,5,1,2.63
1153,0,0,0,0,0,0,3,1,3.35
1154,0,0,0,0,0,0,6,1,2.89
1155,14,40,14,40,14,60,7,1,2.97
1156,14,20,14,20,14,40,2,1,2.83
1157,1,40,1,60,0,0,0,1,2.97
1158,0,0,0,0,0,0,7,1,2.33
1159,0,0,0,0,0,0,6,1,3.72
1160,0,0,0,0,0,0,3,1,2.88
1161,0,0,0,0,0,0,6,1,2.18
1162,0,0,0,0,0,0,8,1,2.75
1163,14,20,14,20,0,0,2,1,2.36
1164,0,0,0,0,0,0,6,1,3.11
1165,0,0,0,0,0,0,6,1,2.75
1166,0,0,0,0,0,0,4,1,3.56
1167,3,60,0,0,0,0,7,0,0.97
1168,0,0,0,0,0,0,3,1,3.17
1169,0,0,0,0,0,0,8,0,0.22
1170,0,0,0,0,0,0,1,1,2.61
1171,0,0,0,0,0,0,8,0,0
1172,0,0,0,0,0,0,7,0,0.47
1173,0,0,0,0,0,0,5,1,2.14
1174,0,0,0,0,0,0,6,1,2.83
1175,0,0,0,0,0,0,8,1,3.31
1176,0,0,0,0,0,0,4,1,3.72
1177,0,0,0,0,0,0,5,1,3.08
1178,0,0,0,0,0,0,6,1,3.19
1179,7,60,0,0,0,0,1,0,0
1180,14,40,14,60,14,60,3,1,2.67
1181,0,0,0,0,0,0,3,1,2.25
1182,3,40,0,0,0,0,3,1,2.61
1183,0,0,0,0,0,0,7,1,3.28
1184,2,20,0,0,0,0,4,1,2.33
1185,0,0,0,0,0,0,4,1,2.78
1186,0,0,0,0,0,0,6,1,2.64
1187,10,80,5,80,1,40,3,0,0
1188,0,0,0,0,0,0,8,1,2.93
1189,14,20,0,0,0,0,5,0,0.89
1190,7,20,1,20,7,40,3,0,0
1191,0,0,0,0,0,0,3,1,2.67
1192,0,0,0,0,0,0,5,1,3.42
1193,14,20,0,0,0,0,5,1,2.49
1194,3,80,12,80,4,60,3,1,3.58
1195,0,0,0,0,0,0,5,1,2.28
1196,0,0,0,0,0,0,3,1,3.28
1197,0,0,0,0,0,0,4,1,2.22
1198,0,0,0,0,0,0,3,1,3.1
1199,17,40,14,80,0,0,2,1,3.5
1200,0,0,0,0,0,0,6,1,3.15
1201,0,0,0,0,0,0,4,1,3.25
1202,0,0,0,0,0,0,3,1,3.63
1203,0,0,0,0,0,0,3,1,2.96
1204,0,0,0,0,0,0,0,1,2.61
1205,0,0,0,0,0,0,5,1,2.29
1206,0,0,0,0,0,0,3,1,2.42
1207,0,0,0,0,0,0,3,1,2.54
1208,0,0,0,0,0,0,5,1,3.61
1209,0,0,0,0,0,0,3,1,2.21
1210,2,20,14,20,0,0,7,0,0
1211,0,0,0,0,0,0,5,1,2.28
1212,0,0,0,0,0,0,3,0,0
1213,0,0,0,0,0,0,3,0,1.68
1214,0,0,0,0,0,0,2,1,2.75
1215,14,20,12,60,0,0,0,1,3.25
1216,0,0,0,0,0,0,4,1,2.53
1217,0,0,0,0,0,0,4,1,3.26
1218,15,20,0,0,0,0,4,1,3.67
1219,0,0,0,0,0,0,1,1,2.89
1220,0,0,0,0,0,0,2,1,2.17
1221,0,0,0,0,0,0,3,1,2.5
1222,0,0,0,0,0,0,2,1,2.51
1223,0,0,0,0,0,0,4,1,2.35
1224,0,0,0,0,0,0,5,1,2.78
1225,0,0,0,0,0,0,5,1,2.04
1226,14,40,3,40,3,60,5,1,2.11
1227,0,0,0,0,0,0,2,1,2.6
1228,0,0,0,0,0,0,4,0,1.72
1229,0,0,0,0,0,0,0,1,2.4
1230,2,40,15,40,2,60,1,1,3.89
1231,14,40,14,60,0,0,4,0,1.06
1232,0,0,0,0,0,0,5,1,2.08
1233,3,60,0,0,0,0,6,1,2.39
1234,0,0,0,0,0,0,4,1,2.19
1235,2,60,5,60,3,80,8,0,0.06
1236,0,0,0,0,0,0,4,0,2.49
1237,0,0,0,0,0,0,3,1,3.33
1238,0,0,0,0,0,0,0,1,2.21
1239,0,0,0,0,0,0,3,1,2.38
1240,0,0,0,0,0,0,6,1,3
1241,0,0,0,0,0,0,3,1,2.08
1242,0,0,0,0,0,0,3,1,2.22
1243,0,0,0,0,0,0,1,1,3.75
1244,0,0,0,0,0,0,2,1,2.65
1245,0,0,0,0,0,0,4,1,3.22
1246,0,0,0,0,0,0,3,1,2.32
1247,0,0,0,0,0,0,1,1,2.39
1248,15,40,0,0,0,0,1,0,0
1249,0,0,0,0,0,0,3,1,2.22
1250,0,0,0,0,0,0,3,0,0
1251,0,0,0,0,0,0,6,1,3.47
1252,3,60,0,0,0,0,3,1,2.75
1253,0,0,0,0,0,0,2,1,2.25
1254,0,0,0,0,0,0,3,1,2.58
1255,11,40,0,0,0,0,0,1,3.72
1256,11,40,3,60,0,0,2,1,2.92
1257,0,0,0,0,0,0,5,1,2.58
